task_id,platform_id,coding-game_reason,coding_game,extras,harmful_any,harmful_visual,landcover-type_visual_0,landscape-type_expl_visual_0,landscape-type_expl_visual_3,landscape-type_other_visual_0,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,media_relevant,nature_any,nature_text,nature_visual,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_expl_visual_0,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,timestamps,user_ids
9434,1686060150312910848,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:38:54.862556+00:00;2025-03-31 20:50:46.048406+00:00,7;31
9435,1686362140284776448,,No;No,,,,,,,,,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,abiotic,,,,,,,material,,,,,2025-03-31 17:40:28.627901+00:00;2025-03-31 20:50:08.275368+00:00,7;31
9439,1499717289935278082,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:00:20.952271+00:00;2025-03-31 09:00:52.082184+00:00,28;31
9440,1686951020583112704,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:06:15.857235+00:00;2025-03-31 09:05:58.891844+00:00,17;30
9450,1479559464743284740,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:18:43.850528+00:00;2025-03-31 09:15:33.169362+00:00,7;30
9451,1499943782325833730,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:46:52.403495+00:00;2025-03-31 08:34:12.064994+00:00,30;31
9456,1689668929512263680,,No;No,,text,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,,2025-03-31 08:57:21.842434+00:00;2025-03-31 08:55:27.376008+00:00,30;31
9457,1689819924410077184,,No;No,,,,,,,,none,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,abiotic;abiotic,abiotic;biotic,,,,,,material;material,material;material,,,,2025-03-31 17:47:15.535152+00:00;2025-03-31 20:49:39.353222+00:00,7;31
9458,1689970919303745536,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:16:22.608761+00:00;2025-03-31 16:47:45.324787+00:00,7;17
9462,1500019279860846592,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:46:19.551126+00:00;2025-03-31 08:40:59.977034+00:00,28;31
9463,1690876888988766208,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:38:49.398145+00:00;2025-03-31 20:50:19.206046+00:00,7;31
9474,1692537833171669076,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:47:28.319518+00:00;2025-03-31 20:56:41.816511+00:00,7;31
9487,1694817857001886171,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:06:17.816315+00:00;2025-03-31 16:54:47.039210+00:00,7;17
9494,1696025816516407688,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:12:30.797214+00:00;2025-03-31 16:50:18.237129+00:00,7;17
9496,1696161712099999931,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:44:53.535577+00:00;2025-03-31 09:26:33.564407+00:00,7;16
9498,1696614696952992107,,No;No,Sport;Sport,,,,,,,none;none,artificial_surfaces;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 08:53:21.190763+00:00;2025-03-31 08:54:05.655280+00:00,7;15
9512,1698879621054259651,,No;No,Health,,,,,,,none,,,,,Yes;Yes,,Yes;Yes,Yes;Yes,No;No,,,,abiotic;abiotic,,,,,,,material;material,,,,,2025-03-31 17:38:35.827111+00:00;2025-03-31 20:41:21.494737+00:00,7;31
9513,1699030615931195481,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:51:50.716088+00:00;2025-03-31 08:43:17.184920+00:00,28;30
9520,1700389569915748363,,No;No,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,stuffed bunny ,,,biotic;biotic,,,,,,,material;immaterial,,,,2025-03-31 09:29:57.689734+00:00;2025-03-31 09:27:47.916330+00:00,30;31
9524,1700993550035697823,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:40:43.745605+00:00;2025-03-31 08:48:39.728420+00:00,30;31
9525,1701159644738043990,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:03:23.095320+00:00;2025-03-31 09:02:59.686161+00:00,7;31
9526,1701295539999088674,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:53:55.783920+00:00;2025-03-31 08:54:07.885821+00:00,28;31
9533,1702216609249538071,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:13:41.459044+00:00;2025-03-31 16:48:59.107205+00:00,7;17
9534,1702352504875258132,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;Yes,Yes;Yes,printed animal on a shirt ,,,biotic,biotic,,,,,,immaterial,immaterial,,,,2025-03-31 08:51:31.553991+00:00;2025-03-31 08:44:44.232938+00:00,15;30
9536,1702654494746489290,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:58:39.208410+00:00;2025-03-31 09:28:02.187146+00:00,30;31
9542,1703409469345169882,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,"Image 2,Image 3,Image 4",Yes;No,No;No,Yes;No,,,,,,biotic,biotic,biotic,,,,,immaterial,immaterial,immaterial,2025-03-31 09:10:24.713032+00:00;2025-03-31 09:06:31.892767+00:00,15;31
9543,1703560464393789586,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:53:21.418601+00:00;2025-03-31 09:17:49.127175+00:00,30;31
9544,1703862454143304161,,No;No,,,,,,,,none;artificial_surfaces,artificial_surfaces,artificial_surfaces,artificial_surfaces,artificial_surfaces,Yes;Yes,"Image 1,Image 2,Image 3,Image 4;Image 1,Image 2,Image 3,Image 4",Yes;Yes,Yes;Yes,Yes;Yes,,,,biotic;biotic,biotic;biotic,biotic;biotic,biotic;biotic,biotic;biotic,,,material;material,material;material,material;material,material;material,material;material,2025-03-31 09:09:54.194784+00:00;2025-03-31 09:12:06.873707+00:00,28;31
9545,1704179543479599295,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:04:41.459270+00:00;2025-03-31 09:05:21.769125+00:00,30;31
9549,1704768423925068239,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:05:28.520461+00:00;2025-03-31 09:05:38.458662+00:00,17;30
9552,1705070413695558017,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:24:20.200497+00:00;2025-03-31 09:25:29.166149+00:00,16;30
9561,1479634962206711809,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:17:31.967833+00:00;2025-03-31 09:15:37.706184+00:00,7;30
9562,1501831219192938500,,No;No,,,,,,,,none;none,none;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 08:48:35.315101+00:00;2025-03-31 08:50:41.843945+00:00,7;31
9582,1710521331165675617,,No;No,Sport,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:40:55.954084+00:00;2025-03-31 08:42:56.591208+00:00,30;31
9613,1715519263870464232,,No;No,Video game,,,,,,,none;none,none;forest_and_seminatural_areas,none;none,none;none,none;none,No;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,material,,,,2025-03-31 09:10:50.033199+00:00;2025-03-31 09:10:22.062636+00:00,7;31
9620,1716757422398968236,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:09:31.937479+00:00;2025-03-31 09:12:54.725386+00:00,7;31
9628,1502888183763472390,,No;No,,,,,,,,none,artificial_surfaces,none,none,none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:02:57.861669+00:00;2025-03-31 09:04:10.959202+00:00,30;31
9630,1718357968897343981,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:35:32.501959+00:00;2025-03-31 20:42:25.758503+00:00,7;31
9633,1718961948400689311,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:54:12.216384+00:00;2025-03-31 08:54:26.376488+00:00,16;30
9637,1719867918379372562,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:38:19.537877+00:00;2025-03-31 08:49:43.322639+00:00,30;31
9662,1723951324796965006,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:55:20.634511+00:00;2025-03-31 08:55:41.716814+00:00,30;31
9663,1724261871191302380,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 17:28:11.468463+00:00;2025-03-31 20:53:25.358044+00:00,7;31
9670,1725318835732094991,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:06:52.057171+00:00;2025-03-31 16:57:40.599860+00:00,7;17
9672,1479785957339672576,,No;No,Health,,,,,,,none;none,none;none,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,ice,,,abiotic;biotic,abiotic;abiotic,,,,,map,material;material,immaterial;immaterial,,,,2025-03-31 09:21:52.874478+00:00;2025-03-31 09:17:19.588760+00:00,7;30
9681,1726979780170674568,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:10:50.813789+00:00;2025-03-31 16:55:09.622716+00:00,7;17
9683,1727266670602006858,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:51:53.296921+00:00;2025-03-31 09:19:10.165002+00:00,30;31
9696,1729320201815023669,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:28:53.951111+00:00;2025-03-31 10:22:05.771125+00:00,16;30
9720,1733351766832672854,,No;No,Food,,,,,,,none;none,none;none,none,none,none,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,No;Yes,,,,biotic;biotic,biotic,,,,,,immaterial;immaterial,material,,,,2025-03-31 09:09:16.775909+00:00;2025-03-31 09:08:41.460765+00:00,7;17
9729,1734816417521004709,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:56:15.868278+00:00;2025-03-31 08:57:04.692660+00:00,7;31
9736,1736175372205449693,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1,Yes;Yes,No;Yes,Yes;No,,,,biotic,biotic,,,,,,immaterial,immaterial,,,,2025-03-31 16:55:53.600751+00:00;2025-03-31 20:35:11.567238+00:00,17;31
9742,1737096441347092709,,No,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,material,,,,2025-03-31 16:34:17.711038+00:00;2025-03-31 09:19:00.876357+00:00,7;16
9747,1737851416163807419,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:24:02.046451+00:00;2025-03-31 09:29:32.767104+00:00,16;28
9748,1737987311516672244,,No;No,,,,,,,,,,,,,Yes;Yes,,Yes;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:29:24.331162+00:00;2025-03-31 10:26:19.259169+00:00,28;30
9749,1738138306494242913,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:27:02.065307+00:00;2025-03-31 10:03:26.322265+00:00,28;30
9751,1738289301518250044,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:26:55.576092+00:00;2025-03-31 09:51:17.123771+00:00,28;30
9752,1738440296474546640,,No;No,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,animal animation/drawing,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 09:26:44.799940+00:00;2025-03-31 10:10:20.127098+00:00,28;30
9753,1738606390774521983,,No;No,Sport;Sport,,,,,sports pitch,,none;none,none;none,none;none,none;none,artificial_surfaces;artificial_surfaces,Yes;Yes,Image 4;Image 4,Yes;Yes,No;No,Yes;Yes,,,,,,,,biotic;biotic,,,,,,,material;material,2025-03-31 08:52:51.843831+00:00;2025-03-31 08:52:00.371673+00:00,7;30
9754,1738742286304030961,"sky on the background, health?",Yes;No,Health,,,,,,,,forest_and_seminatural_areas;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,sky,,,abiotic;abiotic,,,,,,,material;immaterial,,,,2025-03-31 09:26:12.152823+00:00;2025-03-31 10:11:47.469642+00:00,28;30
9755,1738914923932180710,,No;Yes,Health,,,,,,,none;forest_and_seminatural_areas,artificial_surfaces,artificial_surfaces,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,Yes;Yes,Yes;Yes,,,,abiotic;biotic,biotic;biotic,biotic,,,,,immaterial;material,material;material,material,,,2025-03-31 09:22:37.152002+00:00;2025-03-31 10:02:52.496963+00:00,28;30
9756,1739059375665185123,,No;No,Sport;Sport,,,,,,,none,artificial_surfaces;artificial_surfaces,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:22:49.202815+00:00;2025-03-31 09:20:05.474951+00:00,7;28
9757,1739195270896718169,,No;No,,,,,,,,none,none;none,none,none,none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,drawing of tree,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:05:59.321466+00:00;2025-03-31 09:05:30.109095+00:00,7;30
9758,1739346266054676918,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:19:16.992401+00:00;2025-03-31 09:58:18.710415+00:00,28;30
9759,1739497261069926465,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:18:57.403951+00:00;2025-03-31 09:58:46.696196+00:00,28;30
9760,1739663355504427304,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:18:34.187177+00:00;2025-03-31 09:21:52.213662+00:00,28;31
9761,1504851118064644096,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:09:42.354830+00:00;2025-03-31 16:47:04.164282+00:00,7;17
9762,1739799250790236510,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:27:21.151132+00:00;2025-03-31 09:18:26.534118+00:00,16;28
9763,1739950245931278634,,No;No,,,,,,,,,"forest_and_seminatural_areas;agricultural_areas,forest_and_seminatural_areas",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;material,,,,2025-03-31 16:33:21.362741+00:00;2025-03-31 09:18:16.938525+00:00,7;28
9764,1740101240481046797,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,material,,,,2025-03-31 09:16:41.725960+00:00;2025-03-31 10:05:45.403677+00:00,28;30
9765,1740252235706380419,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:18:13.404036+00:00;2025-03-31 09:16:10.007311+00:00,7;28
9766,1740433429714415720,,No;No,,,,,,,,none,none,none,none,none,Yes;No,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:16:37.842734+00:00;2025-03-31 09:16:04.375214+00:00,7;28
9767,1740584424629301758,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:15:48.762241+00:00;2025-03-31 09:49:50.983068+00:00,28;30
9768,1740705220538040601,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:16:18.568664+00:00;2025-03-31 09:15:33.901840+00:00,7;28
9769,1740886414290502114,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:16:28.076147+00:00;2025-03-31 09:15:18.402615+00:00,7;28
9770,1741028853001453718,,No;No,,,,,,,,none,none;none,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 09:16:58.048332+00:00;2025-03-31 09:15:10.276388+00:00,7;28
9772,1480087946636181504,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:19:00.244599+00:00;2025-03-31 09:17:33.181464+00:00,7;30
9775,1505530595329388549,,No;No,,,,,,,,,forest_and_seminatural_areas;water_bodies,forest_and_seminatural_areas;water_bodies,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,abiotic;abiotic,,,,,,material;material,material;material,,,2025-03-31 17:32:19.476243+00:00;2025-03-31 20:52:25.257068+00:00,7;31
9776,1505606092725833730,,No;No,,,,,,,,none;none,none;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,material,,,,2025-03-31 08:57:28.229951+00:00;2025-03-31 08:58:58.633182+00:00,7;31
9782,1506512062431825926,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 08:51:06.956433+00:00;2025-03-31 08:49:58.028945+00:00,7;15
9785,1507040544710610946,,No;No,,,,,,,,none;none,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-03-31 17:39:30.443513+00:00;2025-03-31 20:56:06.987563+00:00,7;31
9794,1480389937061314561,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:20:12.988213+00:00;2025-03-31 09:17:39.064101+00:00,7;30
9801,1509682956310253583,,No;No,,,,,,,,,,,,,Yes;Yes,"Image 2,Image 3,Image 4",Yes;No,Yes;No,Yes;No,,,,biotic,,abiotic,biotic,biotic,,,immaterial,,material,immaterial,immaterial,2025-03-31 16:41:51.308235+00:00;2025-03-31 09:20:03.952705+00:00,7;16
