task_id,platform_id,coding-game_reason,coding_game,extras,harmful_any,harmful_visual,landcover-type_visual_0,landscape-type_expl_visual_0,landscape-type_expl_visual_3,landscape-type_other_visual_0,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,media_relevant,nature_any,nature_text,nature_visual,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_expl_visual_0,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,timestamps,user_ids
9811,1511041910823165954,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:13:57.874776+00:00;2025-03-31 09:40:01.220889+00:00,7;42
9815,1512249870329204741,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:19:18.021134+00:00;2025-03-31 20:48:04.422569+00:00,7;31
9816,1480842921926660096,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:18:07.640085+00:00;2025-03-31 09:17:44.979991+00:00,7;30
9819,1512702854972121088,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:04:06.877820+00:00;2025-03-31 09:04:23.978956+00:00,30;31
9821,1513004845082771462,,No;No,Sport;Sport,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:14:57.614164+00:00;2025-03-31 09:20:40.352073+00:00,16;31
9827,1480993916967129094,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:22:26.938470+00:00;2025-03-31 09:17:55.624727+00:00,7;30
9829,1514363799574401026,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:04:24.643464+00:00;2025-03-31 09:03:44.591154+00:00,7;30
9834,1515269769167269891,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:27:02.328169+00:00;2025-03-31 20:38:26.621556+00:00,7;31
9837,1515722753923592197,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,Yes;No,Yes;No,No;No,,,,abiotic,,,,,,,material,,,,,2025-03-31 09:05:33.969456+00:00;2025-03-31 09:05:44.029107+00:00,7;30
9838,1477672028190785546,,No;No;No,,,,,,,,,,,,,Yes;Yes;Yes,,No;No;No,No;No;No,No;No;No,,,,,,,,,,,,,,,,2025-03-31 09:10:27.561365+00:00;2025-03-31 09:10:24.859932+00:00;2025-03-31 09:09:37.066120+00:00,17;28;30
9839,1481295906842759172,,No;No,,,,desert,,,,,forest_and_seminatural_areas,,,,No;Yes,Image 1,No;Yes,No;No,No;Yes,,deserrt,,,abiotic,,,,,,,material,,,,2025-03-31 16:44:45.559642+00:00;2025-03-31 09:19:24.315362+00:00,7;30
9850,1481748891674591236,,No;No,Video game,,,mountain,,,,none,none;forest_and_seminatural_areas,none,none,none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,rock,,,abiotic,,,,,,,immaterial,,,,2025-03-31 09:22:57.163990+00:00;2025-03-31 09:21:32.932847+00:00,7;30
9852,1518440662907113473,"In Picture 1, the painted flowers (immaterial) and cakes (material) exist at the same time.",Yes;No,Food,,,,,,,,none,none,none,none,Yes;Yes,"Image 1,Image 2,Image 3,Image 4",Yes;No,No;No,Yes;No,,,,,biotic,biotic,biotic,biotic,,,,immaterial,material,material,immaterial,2025-03-31 09:32:32.801324+00:00;2025-03-31 09:51:11.164480+00:00,15;30
9861,1481975383498969090,,No;No,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,material,,,,2025-03-31 16:43:45.085824+00:00;2025-03-31 09:21:39.396657+00:00,7;30
9862,1520026109827448832,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:42:39.455603+00:00;2025-03-31 08:44:04.044892+00:00,30;31
9863,1520101607412752385,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:54:21.376037+00:00;2025-03-31 08:54:00.196738+00:00,30;31
9869,1521460561959170049,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:16:04.784095+00:00;2025-03-31 16:49:31.210922+00:00,7;17
9871,1521762551746674688,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 17:15:55.908005+00:00;2025-03-31 16:56:18.506287+00:00,7;17
9872,1482050881524838409,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:20:28.593414+00:00;2025-03-31 09:21:55.936995+00:00,7;30
9882,1523272501219840001,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:46:11.194675+00:00;2025-03-31 08:40:54.545076+00:00,28;31
9883,1482201876456427525,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:34:31.517539+00:00;2025-03-31 09:22:01.650272+00:00,7;30
9893,1524782450601336833,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;No,Yes;Yes,,,,biotic,abiotic,,,,,,material,immaterial;immaterial,,,,2025-03-31 08:47:34.154464+00:00;2025-03-31 08:51:30.002718+00:00,7;31
9894,1482428368872251402,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:34:41.176654+00:00;2025-03-31 09:22:07.164700+00:00,7;30
9903,1526292400162865152,,No;No,,,,,beach,,,,"forest_and_seminatural_areas,water_bodies;water_bodies",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,abiotic;abiotic,,,,,,,material;material,,,,2025-03-31 09:52:58.979894+00:00;2025-03-31 09:21:35.284317+00:00,30;31
9905,1482503866306510848,,No;No,Video game,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,tree animated,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 16:42:48.705333+00:00;2025-03-31 09:22:58.370187+00:00,7;30
9910,1527575857115578368,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:25:43.050657+00:00;2025-03-31 09:52:08.049326+00:00,16;30
9916,1482805856295084033,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 07:26:58.596685+00:00;2025-04-01 07:43:10.032788+00:00,1;42
9923,1529916278760165382,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:40:33.837156+00:00;2025-03-31 09:28:13.253479+00:00,7;31
9924,1530067273741766656,,No;No,,,,,,,,none,none;none,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,abiotic;abiotic,,,,,map,,immaterial;immaterial,,,,2025-03-31 08:58:40.674202+00:00;2025-03-31 09:01:39.661572+00:00,28;30
9925,1530218268706979843,,Yes;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 10:22:26.979998+00:00;2025-03-31 09:19:32.794596+00:00,30;31
9927,1483032348711337987,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:12:36.477847+00:00;2025-03-31 09:23:03.826175+00:00,7;30
9931,1531048740777238531,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:52:22.126832+00:00;2025-03-31 08:53:26.566743+00:00,30;31
9933,1531275233218502657,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:01:12.282970+00:00;2025-03-31 09:01:52.078621+00:00,7;30
9938,1483409836033589258,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:33:29.950882+00:00;2025-03-31 09:23:12.151242+00:00,7;30
9940,1532483192862789638,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:14:38.279955+00:00;2025-03-31 09:13:05.874839+00:00,7;31
9946,1533691152351625217,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:52:00.027567+00:00;2025-03-31 09:33:04.108408+00:00,30;31
9949,1477823022849568769,,No;No;No;No,Food,,,,,,,none,none;none,none,none,none,Yes;Yes;Yes;Yes,Image 1,No;No;Yes;No,No;No;No;No,No;No;Yes;No,,,,,biotic,,,,,,,material,,,,2025-03-31 09:10:33.569771+00:00;2025-03-31 09:10:35.903785+00:00;2025-03-31 09:10:58.194904+00:00;2025-03-31 09:09:45.161220+00:00,7;17;28;30
9954,1534672619269521408,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:15:24.030490+00:00;2025-03-31 16:55:28.213515+00:00,7;17
9957,1535201101846556672,,No;No,,,,,,,Sky,,"artificial_surfaces;artificial_surfaces,other",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,abiotic;abiotic,,,,,,,material;material,,,,2025-03-31 17:37:24.878357+00:00;2025-03-31 20:44:07.696277+00:00,7;31
9961,1483862820739497985,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:42:55.434060+00:00;2025-03-31 09:23:21.577543+00:00,7;30
9972,1484089313294188544,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:34:26.642834+00:00;2025-03-31 09:24:27.888236+00:00,7;30
9975,1537919010792017923,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:15:50.440159+00:00;2025-03-31 16:46:50.672169+00:00,7;17
9976,1538221000604561409,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:07:39.449332+00:00;2025-03-31 16:44:19.476354+00:00,7;17
9982,1539277965355278336,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:25:52.299812+00:00;2025-03-31 09:17:32.259428+00:00,30;31
9983,1484240308103692289,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:20:01.323635+00:00;2025-03-31 09:18:43.006656+00:00,7;31
10000,1541844879248179205,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:20:53.564303+00:00;2025-03-31 09:17:39.312309+00:00,7;31
10005,1484617795547639808,,No;No,,,,ice-snowscape,,,,none;none,"none;none,forest_and_seminatural_areas",none;none,none;none,none;none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,abiotic,,,,,,,material,,,,2025-03-31 09:06:26.620555+00:00;2025-03-31 09:07:48.194711+00:00,7;31
10028,1547129701998673936,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,material,,,,2025-03-31 08:54:55.365973+00:00;2025-03-31 08:54:48.416642+00:00,30;31
10029,1547280697223675906,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:58:54.348267+00:00;2025-03-31 09:00:03.958523+00:00,7;28
10031,1547733682034618369,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:09:29.903812+00:00;2025-03-31 16:47:56.472035+00:00,7;17
10041,1549243631638196224,,No;No,,,,,,,,none;none,"none;none,other",none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,drawing of animal-like creature,,,abiotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 08:48:36.487428+00:00;2025-03-31 08:36:25.013264+00:00,30;31
10052,1550829078382628864,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:34:19.029800+00:00;2025-03-31 20:40:10.714337+00:00,7;31
10060,1477974017982316554,,No;No;No,,,,,,,,none;none;none,none;none;none,,,,Yes;Yes;Yes,Image 1;Image 1;Image 1,Yes;Yes;Yes,Yes;Yes;Yes,Yes;Yes;Yes,,,,biotic;biotic;biotic,biotic;biotic;biotic,,,,,,material;material;material,material;material;material,,,,2025-03-31 09:11:14.080884+00:00;2025-03-31 09:11:37.961658+00:00;2025-03-31 09:10:36.516831+00:00,17;28;30
10064,1552565520242974720,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:08:45.047918+00:00;2025-03-31 09:08:15.042737+00:00,7;30
10066,1552943007560876033,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:34:09.242222+00:00;2025-03-31 20:47:17.867286+00:00,7;31
10072,1485976750031257600,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:00:14.023547+00:00;2025-03-31 09:01:32.646249+00:00,7;28
10074,1553999972395278342,,No;No,,,,,,,,,,artificial_surfaces;none,artificial_surfaces;none,,Yes;Yes,"Image 2,Image 3;Image 2,Image 3",Yes;Yes,Yes;No,Yes;Yes,,,,abiotic,,biotic;biotic,biotic;biotic,,,,material,,material;material,material;material,,2025-03-31 17:09:16.974794+00:00;2025-03-31 16:45:52.685453+00:00,7;17
10075,1554075469800247304,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:38:21.039857+00:00;2025-03-31 20:48:09.379781+00:00,7;31
10080,1554981439438987265,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:56:23.490171+00:00;2025-03-31 08:56:14.627240+00:00,7;31
10082,1555434424355164160,,No;No,,,,,,,,none,water_bodies;forest_and_seminatural_areas,water_bodies;water_bodies,water_bodies;forest_and_seminatural_areas,water_bodies;forest_and_seminatural_areas,Yes;Yes,"Image 1,Image 2,Image 3,Image 4;Image 1,Image 2,Image 3,Image 4",Yes;Yes,Yes;Yes,Yes;Yes,,,,biotic;biotic,biotic;biotic,abiotic;biotic,abiotic;biotic,abiotic;biotic,,,immaterial;immaterial,material;material,material;material,material;material,material;material,2025-03-31 16:37:50.100018+00:00;2025-03-31 09:28:11.996411+00:00,7;15
10096,1557699348456243200,,No;No,,,,,,,,,none;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 17:41:03.693999+00:00;2025-03-31 20:54:04.865287+00:00,7;31
10119,1561927206766579713,,No;No,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:25:36.131383+00:00;2025-03-31 10:24:46.216461+00:00,16;30
10120,1562078201693749248,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:04:10.680776+00:00;2025-03-31 09:03:51.512580+00:00,7;30
10121,1562455689246543872,,No;No,,,,,,,,none,none,none,none,none,No;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:03:39.440872+00:00;2025-03-31 09:03:20.350699+00:00,7;30
10126,1563135166377500676,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:50:23.950562+00:00;2025-03-31 09:27:03.756182+00:00,30;31
10133,1564494120990953472,,No;No,,,,,,,,"water_bodies;none,water_bodies",none;none,none;none,none;none,none;none,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,No;Yes,,,,abiotic;biotic,,,,,,,material;material,,,,,2025-03-31 09:00:36.201991+00:00;2025-03-31 09:02:24.924076+00:00,7;31
10141,1565702080517623810,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:09:26.474865+00:00;2025-03-31 09:12:40.996129+00:00,7;31
10149,1487184709566316553,,No;No,,,,,,,,forest_and_seminatural_areas;artificial_surfaces,none;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,snow,,,abiotic;abiotic,abiotic;abiotic,,,,,,material;material,material;material,,,,2025-03-31 09:54:38.443567+00:00;2025-03-31 09:29:34.873142+00:00,30;31
10163,1569778943779307520,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:43:24.641881+00:00;2025-03-31 08:44:17.202227+00:00,30;31
10165,1570080933864169475,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:51:19.915850+00:00;2025-03-31 08:51:44.678963+00:00,7;31
10166,1570231928867164165,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:39:07.096264+00:00;2025-03-31 20:47:55.502746+00:00,7;31
10171,1478200510306217990,Is there nature in the text or not? If yes: COVID-19 as negative element or natural process? Also this would be coded as health? ,No;Yes;No;No,,,,,,,,none,none,none,none,none,Yes;Yes;Yes;Yes,,Yes;No;No;No,Yes;No;No;No,No;No;No;No,,,,abiotic,,,,,,,material,,,,,2025-03-31 10:04:00.640455+00:00;2025-03-31 09:13:03.328523+00:00;2025-03-31 09:12:03.859920+00:00;2025-03-31 09:10:52.187430+00:00,7;17;28;30
10178,1572194863092826114,,No;No,,visual,Image 1,,,,,"none,forest_and_seminatural_areas;none,forest_and_seminatural_areas",none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,biotic;biotic,,,,,,,material;material,,,,,2025-03-31 08:58:47.029159+00:00;2025-03-31 09:00:27.658821+00:00,30;31
10179,1572345858020065281,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,No;Yes,rocks,,,abiotic;biotic,,,,,,,material;material,,,,,2025-03-31 08:52:03.134017+00:00;2025-03-31 08:54:12.486720+00:00,7;30
10195,1574912772063694848,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:28:24.883392+00:00;2025-03-31 10:25:08.312530+00:00,16;30
10196,1575139264546881551,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:04:53.668957+00:00;2025-03-31 09:04:19.638699+00:00,16;30
10203,1576120731532144640,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 10:24:56.298530+00:00;2025-03-31 09:23:50.521326+00:00,30;31
10208,1576724711295586305,mixed landscape types; fishing as sports?,No;Yes,Sport;Sport,,,,,,,water_bodies,"forest_and_seminatural_areas,water_bodies","forest_and_seminatural_areas,water_bodies",,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,Yes;Yes,Yes;Yes,,,,abiotic,biotic,biotic,,,,,material,material,material,,,2025-03-31 10:09:09.881765+00:00;2025-03-31 09:26:45.479642+00:00,30;31
10210,1577026701044817920,,No;No,,visual,Image 2,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:54:01.988202+00:00;2025-03-31 08:54:56.667974+00:00,7;15
