task_id,platform_id,coding-game_reason,coding_game,extras,harmful_any,harmful_visual,landcover-type_visual_0,landscape-type_expl_visual_0,landscape-type_expl_visual_3,landscape-type_other_visual_0,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,media_relevant,nature_any,nature_text,nature_visual,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_expl_visual_0,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,timestamps,user_ids
10213,1577479685893607425,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:16:30.578697+00:00;2025-03-31 16:48:09.422197+00:00,7;17
10216,1488090679314026500,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:36:37.358941+00:00;2025-03-31 20:47:08.294044+00:00,7;31
10222,1578989635065511937,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:07:45.962980+00:00;2025-03-31 16:49:12.317308+00:00,7;17
10238,1488392669114085376,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:06:25.528429+00:00;2025-03-31 16:44:26.671099+00:00,7;17
10259,1585482418068373505,,No;No,,,,,,,,none;none,none;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic,,,,,,,material,,,,2025-03-31 08:40:23.316622+00:00;2025-03-31 08:42:03.797300+00:00,30;31
10264,1586086397957767168,,No;No,,,,,,,animal close-up,,none;other,,,,No;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,bird,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:25:14.091470+00:00;2025-03-31 09:23:38.233202+00:00,30;31
10278,1588653311917367296,,No;No,,,,,,,,none;none,artificial_surfaces;none,none;none,none;none,none;none,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,abiotic,,,,,,,material,,,,2025-03-31 09:15:36.393644+00:00;2025-03-31 09:38:55.207320+00:00,7;42
10282,1478351505153536013,,No;No;No,,,,,,,,none;none;forest_and_seminatural_areas,none;artificial_surfaces,artificial_surfaces;artificial_surfaces,,,Yes;Yes;Yes,"Image 1,Image 2;Image 1,Image 2;Image 1,Image 2",Yes;Yes;Yes,Yes;Yes;Yes,Yes;Yes;Yes,snow,,,abiotic;abiotic;biotic,abiotic;abiotic,abiotic;abiotic,,,,,material;material;material,material;material,material;material,,,2025-03-31 09:14:33.343496+00:00;2025-03-31 09:13:33.043757+00:00;2025-03-31 09:12:27.859026+00:00,17;28;30
10283,1489147643884363778,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:13:21.307559+00:00;2025-03-31 16:47:24.625616+00:00,7;17
10287,1590012266459856896,,No;No,,,,,,,,,forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:06:08.850293+00:00;2025-03-31 09:05:24.163452+00:00,17;28
10288,1590238758938767360,,No;No,,,,,,,,,,,,,No;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 10:11:00.982652+00:00;2025-03-31 09:28:26.649577+00:00,30;31
10307,1593183160317026305,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:06:42.197238+00:00;2025-03-31 16:46:30.004779+00:00,7;17
10310,1593862637334728704,,No;No,,,,,,,Sky,,other,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,abiotic,,,,,,,immaterial,,,,2025-03-31 17:19:34.728155+00:00;2025-03-31 20:45:54.946791+00:00,7;31
10315,1594995099502579712,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:03:08.048984+00:00;2025-03-31 09:02:32.998323+00:00,7;30
10318,1595297089558220801,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:09:47.828607+00:00;2025-03-31 09:12:26.132665+00:00,7;31
10329,1597486516179439617,,No;No,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,animal,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:22:55.969216+00:00;2025-03-31 10:06:22.752951+00:00,16;30
10330,1597562013718388739,,No;No,,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;material,,,,2025-03-31 17:27:32.319069+00:00;2025-03-31 20:44:58.226727+00:00,7;31
10331,1597788506058653696,,Yes;No,Food,,,,,,,none,none,none,none,none,Yes;Yes,Image 1,Yes;No,Yes;No,Yes;No,,,,biotic,,,,,,,,material,,,,2025-03-31 10:18:12.357730+00:00;2025-03-31 10:05:20.844217+00:00,15;30
10337,1598618978217529344,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:14:57.008794+00:00;2025-03-31 09:15:24.826200+00:00,7;31
10376,1605413750814789632,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 17:07:17.380764+00:00;2025-03-31 16:46:16.565129+00:00,7;17
10381,1606244222897573888,,No;No,Food,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,biotic;biotic,biotic,,,,turtle,,material;material,material,,,,2025-03-31 08:51:00.935409+00:00;2025-03-31 08:46:36.435365+00:00,28;30
10382,1490808588201308161,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:41:06.651710+00:00;2025-03-31 08:49:22.198044+00:00,30;31
10387,1606923700108152834,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:19:54.086791+00:00;2025-03-31 20:50:33.633671+00:00,7;31
10392,1607754172396347392,"leather purse, making explicit ref to nature elements.",No;Yes,,,,,,,,none,,,,,Yes;Yes,,No;Yes,No;Yes,No;No,,,,biotic,,,,,,,material,,,,,2025-03-31 16:44:41.803070+00:00;2025-03-31 20:37:00.134215+00:00,17;31
10396,1607980664795848704,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:15:09.147431+00:00;2025-03-31 16:50:30.204260+00:00,7;17
10401,1608735639557791744,,No;No,Sport,,,,,,,,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,abiotic,,,,,,,material,,,,,2025-03-31 17:26:42.213974+00:00;2025-03-31 20:47:33.517208+00:00,7;31
10402,1608962131965403136,,No;No,,,,,,,,none;artificial_surfaces,none;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,abiotic;abiotic,abiotic;abiotic,,,,,,material;material,material;material,,,,2025-03-31 17:40:04.141805+00:00;2025-03-31 20:38:18.264599+00:00,7;31
10416,1491488065453494280,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:44:01.767621+00:00;2025-03-31 09:28:37.939744+00:00,7;31
10418,1611620649566625793,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:35:48.271673+00:00;2025-03-31 20:56:53.212447+00:00,7;31
10419,1611907540031524866,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;Yes,No;Yes,No;No,,,,abiotic,,,,,,,immaterial,,,,,2025-03-31 09:07:36.809962+00:00;2025-03-31 09:06:02.771686+00:00,30;31
10421,1612209529919242245,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:18:23.877727+00:00;2025-03-31 09:18:33.131995+00:00,7;31
10424,1612964504567939074,,No;No,,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 17:30:48.087692+00:00;2025-03-31 20:43:18.011717+00:00,7;31
10428,1613568484432044037,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 08:55:47.465310+00:00;2025-03-31 08:55:06.098002+00:00,7;30
10434,1614489553531805696,,No;No,Food,,,,,,,,none,none,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,immaterial;material,,,2025-03-31 16:44:29.844855+00:00;2025-03-31 09:39:03.679013+00:00,7;16
10436,1614927438764457984,coffee emoji -> food button?,Yes;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:02:59.080005+00:00;2025-03-31 09:02:00.081141+00:00,7;30
10453,1617494352808353792,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:17:56.231605+00:00;2025-03-31 09:17:44.114403+00:00,7;31
10457,1618400322640306176,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:27:12.018633+00:00;2025-03-31 20:50:39.794784+00:00,7;31
10459,1618716405284896770,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,Yes;No,Yes;No,No;No,,,,biotic,,,,,,,material,,,,,2025-03-31 08:55:01.414114+00:00;2025-03-31 08:55:11.644268+00:00,28;30
10460,1493073512327618560,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:00:45.776390+00:00;2025-03-31 09:01:46.510570+00:00,7;28
10461,1618868406945726470,,No;No,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,material,,,,2025-03-31 10:05:00.648676+00:00;2025-03-31 09:24:41.825440+00:00,30;31
10464,1619306292069421062,,No;No,,,,,,,,none,,,,,No;Yes,,No;Yes,No;Yes,No;No,,,,abiotic,,,,,,,material,,,,,2025-03-31 16:45:04.680157+00:00;2025-03-31 16:44:08.577340+00:00,7;17
10467,1619759277094371328,Highly processed food content ,No;Yes,Food;Food,,,,,,,none,none,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:17:49.992276+00:00;2025-03-31 09:17:01.597582+00:00,7;31
10473,1620665246586404866,,No;No,Food,,,,,,,,none,,,,Yes;Yes,"Image 1,Image 2,Image 3,Image 4;Image 1,Image 2,Image 3,Image 4",Yes;Yes,No,Yes;Yes,,,,,biotic;biotic,biotic;biotic,biotic;biotic,biotic;biotic,,,,material;material,material;material,material;material,material;material,2025-03-31 17:12:14.793986+00:00;2025-03-31 16:51:47.225944+00:00,7;17
10477,1621269226505011200,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:19:26.196948+00:00;2025-03-31 20:47:45.866786+00:00,7;31
10479,1621571216459939841,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:36:20.097950+00:00;2025-03-31 20:56:31.094549+00:00,7;31
10480,1621873206234677248,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:20:16.497870+00:00;2025-03-31 09:58:24.632505+00:00,16;30
10490,1623987135467642881,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:49:13.818576+00:00;2025-03-31 08:42:28.429890+00:00,28;30
10495,1624742110212591616,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:12:47.891268+00:00;2025-03-31 16:56:54.248514+00:00,7;17
10506,1626448353008697345,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 17:13:05.814041+00:00;2025-03-31 16:49:53.955675+00:00,7;17
10533,1638497749640306688,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:22:19.610337+00:00;2025-03-31 09:48:56.680829+00:00,16;30
10534,1638633645081767944,,No,Video game,,,,,,,,none;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 09:06:14.875544+00:00;2025-03-31 09:04:48.441081+00:00,16;17
10535,1638784639966781440,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 10:20:38.316529+00:00;2025-03-31 09:24:02.087536+00:00,30;31
10544,1640143594471211008,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 10:04:44.644655+00:00;2025-03-31 09:18:52.720225+00:00,30;31
10552,1641366653249232896,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:22:06.710935+00:00;2025-03-31 09:20:44.198829+00:00,7;16
10555,1641804538809311232,,No;No,,,,,,,,none;none,"none;none,artificial_surfaces",none;none,none;none,none;none,Yes;Yes,"Image 1,Image 2;Image 1",Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,biotic,,,,,,material;material,material,,,2025-03-31 08:56:06.110042+00:00;2025-03-31 08:56:51.201203+00:00,15;31
10558,1642710508536037378,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:38:34.967819+00:00;2025-03-31 08:42:19.443233+00:00,28;31
10560,1494885451815129092,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 22:17:43.071711+00:00;2025-04-01 07:43:45.175293+00:00,1;42
10568,1644522447616774149,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:06:05.648266+00:00;2025-03-31 09:06:42.647887+00:00,30;31
10579,1646349486623453186,,No;No,Video game;Video game,,,,,,,none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,Yes;No,,,,biotic;biotic,biotic,,,,,,material;material,immaterial,,,,2025-03-31 08:48:43.791089+00:00;2025-03-31 08:43:50.081162+00:00,28;31
10581,1646636376819916800,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,Yes;No,No;No,,,,,,,,,,,immaterial,,,,,2025-03-31 09:37:34.278293+00:00;2025-03-31 10:20:23.937737+00:00,16;30
10585,1647089361895260160,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:03:58.200848+00:00;2025-03-31 09:04:38.868078+00:00,30;31
10591,1648008417896718337,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:57:38.624520+00:00;2025-03-31 08:57:25.210563+00:00,7;31
10595,1648914387321917440,,No;No,Video game,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:50:15.695569+00:00;2025-03-31 09:22:44.510440+00:00,30;31
10599,1649986451625373699,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:19:12.013135+00:00;2025-03-31 09:18:13.688426+00:00,7;31
10604,1496017913605726211,,No;No,,,,,,,,,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,biotic,,,,,,,material,,,,,2025-03-31 17:26:04.071926+00:00;2025-03-31 20:49:53.088258+00:00,7;31
10612,1652387271184728065,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:05:09.807954+00:00;2025-03-31 09:04:33.949651+00:00,17;30
10615,1479030982657327106,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:15:54.594280+00:00;2025-03-31 09:15:24.223786+00:00,7;30
10627,1496395401179860992,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:46:43.903920+00:00;2025-03-31 08:34:25.193073+00:00,30;31
10629,1655393077282873344,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:07:10.898577+00:00;2025-03-31 09:07:52.030457+00:00,17;30
10633,1655997057063337984,,No;No,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,Yes;No,Yes;No,,,,biotic,biotic,,,,,,material,material,,,,2025-03-31 17:06:10.775978+00:00;2025-03-31 09:30:19.125443+00:00,7;16
10636,1656465141179744256,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:07:00.190251+00:00;2025-03-31 16:48:28.305139+00:00,7;17
10645,1657808996378525696,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 10:03:04.714007+00:00;2025-03-31 09:18:27.168948+00:00,30;31
10655,1659318945751650309,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,abiotic,,,,,,,immaterial,,,,2025-03-31 09:12:55.735745+00:00;2025-03-31 09:52:58.436433+00:00,7;42
10665,1661130885041643520,food related post in text content,Yes;No,Food,,,,,,,none;none,"agricultural_areas,forest_and_seminatural_areas;none,agricultural_areas,forest_and_seminatural_areas",none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;No,Yes;Yes,,,,biotic,biotic;biotic,,,,,,material,material;material,,,,2025-03-31 08:45:54.907590+00:00;2025-03-31 08:50:45.035081+00:00,28;30
10667,1661900959281233920,,No;No,,,,,,,,none;none,artificial_surfaces;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 08:59:18.278837+00:00;2025-03-31 08:58:15.862969+00:00,7;31
10673,1662791829488824320,,No;No,,,,,,,,none;none,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,biotic;biotic,biotic;biotic,,,,,,material;material,immaterial;immaterial,,,,2025-03-31 17:37:50.320889+00:00;2025-03-31 20:39:39.812062+00:00,7;31
10680,1663848794130370560,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:26:41.109658+00:00;2025-03-31 09:25:45.824109+00:00,16;30
10699,1667019687979253763,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:24:38.874711+00:00;2025-03-31 09:53:08.071573+00:00,16;30
10704,1497603360475607041,,No;No,,,,,,,,none,artificial_surfaces,none,none,none,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:22:46.674703+00:00;2025-03-31 09:51:33.790770+00:00,15;30
10707,1668272945985118212,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:19:43.890938+00:00;2025-03-31 20:56:19.286924+00:00,7;31
10709,1668529637398401026,,No;No,,,,,,,,,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,abiotic,,,,,,,material,,,,,2025-03-31 17:20:35.404310+00:00;2025-03-31 20:39:53.853991+00:00,7;31
10715,1497829852837294080,,No;No,,,,,,,,none,none,none,none,none,No;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:21:08.258228+00:00;2025-03-31 09:17:22.235386+00:00,7;31
10725,1671247546407157762,,No;No,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,material,,,,2025-03-31 09:53:03.720081+00:00;2025-03-31 09:20:03.547862+00:00,30;31
